,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
1203,Zaheer Khan,4,14,1,1,17,24,PBKS,Arun Jaitley Stadium,15-Apr-16
1204,Sandeep Sharma,4,11,2,0,16,12,MI,ACA-VDCA Stadium,13-May-16
1205,Dhawal Kulkarni,4,17,2,1,16,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,06-May-16
1206,Brad Hogg,4,19,3,1,16,8,DC,Eden Gardens,10-Apr-16
1207,Dhawal Kulkarni,4,19,2,1,16,12,MI,Wankhede Stadium,16-Apr-16
1208,Piyush Chawla,4,21,2,0,16,12,DC,Eden Gardens,10-Apr-16
1209,Mitchell Marsh,4,14,2,0,15,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-16
1210,Ashok Dinda,4,23,3,1,15,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-16
1211,Praveen Kumar,4,24,2,0,15,12,MI,Green Park,21-May-16
1212,Mohit Sharma,4,26,2,0,15,12,MI,ACA-VDCA Stadium,13-May-16
1213,Ravichandran Ashwin,4,16,1,0,14,24,SRH,ACA-VDCA Stadium,10-May-16
1214,Mustafizur Rahman,4,17,2,0,14,12,GL,Rajiv Gandhi Intl. Cricket Stadium,06-May-16
1215,Bhuvneshwar Kumar,4,17,1,0,14,24,MI,Rajiv Gandhi Intl. Cricket Stadium,18-Apr-16
1216,Dhawal Kulkarni,4,19,3,1,14,8,DC,Arun Jaitley Stadium,27-Apr-16
1217,Praveen Kumar,4,19,2,1,14,12,KKR,Eden Gardens,08-May-16
1218,Ashok Dinda,4,20,3,1,14,8,DC,ACA-VDCA Stadium,17-May-16
1219,Mitchell McClenaghan,4,26,0,0,14,0,DC,ACA-VDCA Stadium,15-May-16
1220,Ishant Sharma,4,36,2,0,14,12,MI,Wankhede Stadium,09-Apr-16
1221,John Hastings,2.4,6,2,1,13,8,DC,Eden Gardens,10-Apr-16
1222,Sunil Narine,3.4,10,0,0,13,0,RPS,Eden Gardens,14-May-16
1223,Dhawal Kulkarni,4,14,4,1,13,6,RCB,M. Chinnaswamy Stadium,24-May-16
1224,Amit Mishra,3,11,4,0,13,4.5,PBKS,Arun Jaitley Stadium,15-Apr-16
1225,Murugan Ashwin,4,16,1,0,13,24,MI,Wankhede Stadium,09-Apr-16
1226,Ravindra Jadeja,4,18,2,0,13,12,RPS,Saurashtra Cricket Association Stadium,14-Apr-16
1227,Yuzvendra Chahal,4,19,3,0,13,8,GL,M. Chinnaswamy Stadium,14-May-16
1228,Andre Russell,4,20,4,0,13,6,PBKS,Eden Gardens,04-May-16
1229,Sandeep Sharma,4,20,1,0,13,24,MI,IS Bindra Stadium,25-Apr-16
1230,Barinder Sran,3.3,18,2,0,13,10.5,MI,ACA-VDCA Stadium,08-May-16
1231,Mitchell Marsh,4,21,2,0,13,12,MI,Wankhede Stadium,09-Apr-16
1232,Piyush Chawla,4,21,2,0,13,12,RPS,Eden Gardens,14-May-16
1233,Chris Morris,4,21,0,0,13,0,KKR,Eden Gardens,10-Apr-16
1234,Tim Southee,4,22,1,0,13,24,PBKS,ACA-VDCA Stadium,13-May-16
1235,Ashish Nehra,4,23,0,1,13,0,GL,Rajiv Gandhi Intl. Cricket Stadium,06-May-16
1236,Ravichandran Ashwin,4,26,0,0,13,0,GL,Saurashtra Cricket Association Stadium,14-Apr-16
1237,Shane Watson,4,29,4,0,13,6,GL,M. Chinnaswamy Stadium,24-May-16
1238,Harbhajan Singh,4,29,2,0,13,12,SRH,ACA-VDCA Stadium,08-May-16
1239,Nathan Coulter-Nile,4,32,0,0,13,0,KKR,Eden Gardens,10-Apr-16
1240,Jasprit Bumrah,4,13,3,0,12,8,DC,ACA-VDCA Stadium,15-May-16
1241,Praveen Kumar,4,13,0,0,12,0,DC,Arun Jaitley Stadium,27-Apr-16
1242,Shadab Jakati,3,13,1,0,12,18,MI,Wankhede Stadium,16-Apr-16
1243,Chris Morris,4,19,1,0,12,24,PBKS,Arun Jaitley Stadium,15-Apr-16
1244,Ashish Nehra,3,15,3,0,12,6,MI,ACA-VDCA Stadium,08-May-16
1245,Bhuvneshwar Kumar,4,20,1,1,12,24,RPS,ACA-VDCA Stadium,10-May-16
1246,Axar Patel,4,21,4,0,12,6,GL,Saurashtra Cricket Association Stadium,01-May-16
1247,Mohit Sharma,4,21,0,0,12,0,DC,IS Bindra Stadium,07-May-16
1248,Jayant Yadav,4,23,1,0,12,24,PBKS,Arun Jaitley Stadium,15-Apr-16
1249,Shane Watson,4,24,3,0,12,8,RPS,M. Chinnaswamy Stadium,07-May-16
1250,Ashok Dinda,4,26,0,0,12,0,SRH,ACA-VDCA Stadium,10-May-16
1251,Zaheer Khan,4,27,1,0,12,24,GL,Saurashtra Cricket Association Stadium,03-May-16
1252,Mitchell McClenaghan,4,27,1,0,12,24,RPS,Maharashtra Cricket Association's International Stadium,01-May-16
1253,Tim Southee,4,27,1,0,12,24,RCB,M. Chinnaswamy Stadium,11-May-16
1254,Barinder Sran,4,28,3,0,12,8,MI,Rajiv Gandhi Intl. Cricket Stadium,18-Apr-16
1255,Ashish Nehra,4,29,3,0,12,8,RPS,ACA-VDCA Stadium,10-May-16
1256,Sandeep Sharma,4,30,1,0,12,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,23-Apr-16
1257,Zaheer Khan,4,30,1,0,12,24,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,22-May-16
1258,Mitchell McClenaghan,4,31,2,0,12,12,DC,Arun Jaitley Stadium,23-Apr-16
1259,Dhawal Kulkarni,4,34,1,0,12,24,KKR,Green Park,19-May-16
1260,Ashok Dinda,4,34,1,0,12,24,DC,Arun Jaitley Stadium,05-May-16
1261,Yuzvendra Chahal,4,43,2,0,12,12,SRH,M. Chinnaswamy Stadium,12-Apr-16
1262,Ravichandran Ashwin,4,14,1,0,11,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-16
1263,Marcus Stoinis,4,15,4,0,11,6,MI,ACA-VDCA Stadium,13-May-16
1264,Krunal Pandya,4,15,1,0,11,24,RCB,M. Chinnaswamy Stadium,11-May-16
1265,Kane Richardson,3,13,3,0,11,6,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-16
1266,Adam Zampa,4,19,6,0,11,4,SRH,ACA-VDCA Stadium,10-May-16
1267,Mitchell McClenaghan,4,21,4,0,11,6,GL,Wankhede Stadium,16-Apr-16
1268,Sunil Narine,4,22,2,0,11,12,MI,Wankhede Stadium,28-Apr-16
1269,Shivil Kaushik,4,22,2,0,11,12,SRH,Arun Jaitley Stadium,27-May-16
1270,Sandeep Sharma,4,23,2,0,11,12,RPS,IS Bindra Stadium,17-Apr-16
1271,Andre Russell,4,24,1,0,11,24,RCB,M. Chinnaswamy Stadium,02-May-16
1272,Mustafizur Rahman,4,24,1,0,11,24,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20-May-16
1273,Tim Southee,4,25,0,0,11,0,RCB,Wankhede Stadium,20-Apr-16
1274,Andre Russell,4,26,3,0,11,8,DC,Arun Jaitley Stadium,30-Apr-16
1275,Sunil Narine,4,26,3,0,11,8,SRH,Eden Gardens,22-May-16
1276,Mustafizur Rahman,4,26,2,0,11,12,RCB,M. Chinnaswamy Stadium,12-Apr-16
1277,Morne Morkel,4,27,2,0,11,12,PBKS,IS Bindra Stadium,19-Apr-16
1278,Piyush Chawla,4,27,2,0,11,12,PBKS,Eden Gardens,04-May-16
1279,Morne Morkel,4,27,1,0,11,24,PBKS,Eden Gardens,04-May-16
1280,Kuldeep Yadav,4,28,2,0,11,12,SRH,Eden Gardens,22-May-16
1281,Bhuvneshwar Kumar,4,28,2,1,11,12,GL,Rajiv Gandhi Intl. Cricket Stadium,06-May-16
1282,Tim Southee,4,28,2,0,11,12,PBKS,IS Bindra Stadium,25-Apr-16
1283,Ashish Nehra,3,21,1,0,11,18,RPS,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-16
1284,Andre Russell,3,21,1,0,11,18,GL,Eden Gardens,08-May-16
1285,Praveen Kumar,4,28,1,0,11,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,06-May-16
1286,Sunil Narine,4.1,30,1,0,11,25,GL,Green Park,19-May-16
1287,Sandeep Sharma,4,29,1,0,11,24,RPS,ACA-VDCA Stadium,21-May-16
1288,Piyush Chawla,4,30,1,0,11,24,GL,Eden Gardens,08-May-16
1289,Deepak Hooda,4,30,0,0,11,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23-Apr-16
1290,Morne Morkel,4,31,2,0,11,12,SRH,Arun Jaitley Stadium,25-May-16
1291,Sandeep Sharma,4,31,1,0,11,24,GL,Saurashtra Cricket Association Stadium,01-May-16
1292,Tim Southee,4,31,0,0,11,0,GL,Wankhede Stadium,16-Apr-16
1293,Barinder Sran,4,31,0,0,11,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-16
1294,Bhuvneshwar Kumar,4,33,0,0,11,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20-May-16
1295,Sunil Narine,4,34,1,0,11,24,RCB,Eden Gardens,16-May-16
1296,Morne Morkel,4,35,2,0,11,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-16
1297,Sunil Narine,4,35,0,0,11,0,SRH,Arun Jaitley Stadium,25-May-16
1298,KC Cariappa,4,36,0,0,11,0,MI,ACA-VDCA Stadium,13-May-16
1299,Trent Boult,4,39,1,0,11,24,GL,Arun Jaitley Stadium,27-May-16
1300,Chris Gayle,2,3,0,0,10,0,GL,M. Chinnaswamy Stadium,14-May-16
1301,Pradeep Sahu,4,18,2,0,10,12,KKR,IS Bindra Stadium,19-Apr-16
1302,Bhuvneshwar Kumar,4,19,3,0,10,8,KKR,Arun Jaitley Stadium,25-May-16
1303,Mustafizur Rahman,4,19,1,0,10,24,GL,Saurashtra Cricket Association Stadium,21-Apr-16
1304,Chris Morris,4,19,1,0,10,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-May-16
1305,Andre Russell,4,19,1,0,10,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-16
1306,Shivil Kaushik,4,20,3,0,10,8,PBKS,Saurashtra Cricket Association Stadium,01-May-16
1307,Shane Watson,4,22,2,0,10,12,PBKS,IS Bindra Stadium,09-May-16
1308,Bhuvneshwar Kumar,3,17,1,1,10,18,RPS,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-16
1309,Sreenath Aravind,4,23,1,0,10,24,MI,M. Chinnaswamy Stadium,11-May-16
1310,Zaheer Khan,4,23,1,0,10,24,MI,ACA-VDCA Stadium,15-May-16
1311,Moises Henriques,4,23,0,0,10,0,MI,Rajiv Gandhi Intl. Cricket Stadium,18-Apr-16
1312,Tim Southee,4,24,3,0,10,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,18-Apr-16
1313,Shane Watson,4,25,2,0,10,12,DC,M. Chinnaswamy Stadium,17-Apr-16
1314,Zaheer Khan,3,19,0,0,10,0,RPS,ACA-VDCA Stadium,17-May-16
1315,Zaheer Khan,4,26,0,0,10,0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20-May-16
1316,Sunil Narine,4,26,0,0,10,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-16
1317,Umesh Yadav,4,28,3,0,10,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-16
1318,Bhuvneshwar Kumar,4,29,4,0,10,6,GL,Saurashtra Cricket Association Stadium,21-Apr-16
1319,Dwayne Bravo,4,29,1,0,10,24,KKR,Green Park,19-May-16
1320,Ravindra Jadeja,4,30,2,0,10,12,PBKS,IS Bindra Stadium,11-Apr-16
1321,Zaheer Khan,4,30,1,0,10,24,MI,Arun Jaitley Stadium,23-Apr-16
1322,Dhawal Kulkarni,4,30,1,0,10,24,KKR,Eden Gardens,08-May-16
1323,RP Singh,3,23,1,0,10,18,SRH,ACA-VDCA Stadium,10-May-16
1324,Murugan Ashwin,4,32,1,0,10,24,KKR,Maharashtra Cricket Association's International Stadium,24-Apr-16
1325,Vinay Kumar,4,33,1,0,10,24,DC,ACA-VDCA Stadium,15-May-16
1326,Carlos Brathwaite,4,33,0,0,10,0,PBKS,Arun Jaitley Stadium,15-Apr-16
1327,Harshal Patel,4,33,0,0,10,0,SRH,M. Chinnaswamy Stadium,12-Apr-16
1328,Chris Morris,4,34,2,0,10,12,MI,ACA-VDCA Stadium,15-May-16
1329,Barinder Sran,4,34,2,0,10,12,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20-May-16
1330,Ishant Sharma,3,26,0,0,10,0,PBKS,IS Bindra Stadium,17-Apr-16
1331,Amit Mishra,4,36,1,0,10,24,KKR,Arun Jaitley Stadium,30-Apr-16
1332,Mitchell McClenaghan,3,27,0,0,10,0,RPS,Wankhede Stadium,09-Apr-16
1333,Mitchell McClenaghan,3.3,33,0,0,10,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18-Apr-16
1334,Iqbal Abdulla,4,38,2,0,10,12,GL,M. Chinnaswamy Stadium,24-May-16
1335,Jasprit Bumrah,3,30,0,0,10,0,RPS,Wankhede Stadium,09-Apr-16
1336,Dhawal Kulkarni,4,41,2,0,10,12,MI,Green Park,21-May-16
1337,Axar Patel,4,43,1,0,10,24,RPS,ACA-VDCA Stadium,21-May-16
1338,Praveen Kumar,4,45,2,1,10,12,RCB,M. Chinnaswamy Stadium,14-May-16
1339,Kane Richardson,4,45,2,0,10,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1340,Lockie Ferguson,4,7,2,1,17,12,RCB,Maharashtra Cricket Association's International Stadium,29-Apr-17
1341,Pawan Negi,4,21,1,0,17,24,GL,Saurashtra Cricket Association Stadium,18-Apr-17
1342,Samuel Badree,4,9,4,1,16,6,MI,M. Chinnaswamy Stadium,14-Apr-17
1343,Krunal Pandya,4,14,3,0,16,8,GL,Saurashtra Cricket Association Stadium,29-Apr-17
1344,Shardul Thakur,4,19,3,0,16,8,PBKS,Maharashtra Cricket Association's International Stadium,14-May-17
1345,Chris Morris,4,21,3,0,16,8,RCB,M. Chinnaswamy Stadium,08-Apr-17
1346,Glenn Maxwell,4,12,1,0,15,24,DC,IS Bindra Stadium,30-Apr-17
1347,Mohammad Nabi,4,13,1,0,15,24,MI,Rajiv Gandhi Intl. Cricket Stadium,08-May-17
1348,Washington Sundar,4,13,0,0,15,0,MI,Rajiv Gandhi Intl. Cricket Stadium,21-May-17
1349,Harbhajan Singh,4,22,3,0,15,8,DC,Arun Jaitley Stadium,06-May-17
1350,Sandeep Sharma,4,22,3,0,15,8,RCB,M. Chinnaswamy Stadium,05-May-17
1351,Sandeep Sharma,4,26,1,0,15,24,RCB,Holkar Cricket Stadium,10-Apr-17
1352,Jaydev Unadkat,4,28,2,1,15,12,KKR,Eden Gardens,03-May-17
1353,Jasprit Bumrah,3,7,3,1,14,6,KKR,M. Chinnaswamy Stadium,19-May-17
1354,Jaydev Unadkat,3,12,2,1,14,9,PBKS,Maharashtra Cricket Association's International Stadium,14-May-17
1355,Bhuvneshwar Kumar,4,19,5,0,14,4.8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-17
1356,Sunil Narine,4,19,1,0,14,24,PBKS,Eden Gardens,13-Apr-17
1357,Sandeep Sharma,4,20,4,0,14,6,DC,IS Bindra Stadium,30-Apr-17
1358,Harbhajan Singh,4,23,2,0,14,12,SRH,Wankhede Stadium,12-Apr-17
1359,Mitchell Johnson,4,23,0,1,14,0,DC,Wankhede Stadium,22-Apr-17
1360,Karn Sharma,3.4,11,3,0,13,7.33,DC,Arun Jaitley Stadium,06-May-17
1361,Axar Patel,4,12,1,0,13,24,RCB,Holkar Cricket Stadium,10-Apr-17
1362,Washington Sundar,4,16,3,0,13,8,MI,Wankhede Stadium,16-May-17
1363,Ankit Soni,4,16,1,0,13,24,MI,Saurashtra Cricket Association Stadium,29-Apr-17
1364,Aniket Choudhary,4,17,2,1,13,12,PBKS,M. Chinnaswamy Stadium,05-May-17
1365,Chris Woakes,4,18,3,0,13,8,RPS,Eden Gardens,03-May-17
1366,Amit Mishra,4,18,2,1,13,12,MI,Wankhede Stadium,22-Apr-17
1367,Sunil Narine,4,20,0,0,13,0,SRH,M. Chinnaswamy Stadium,17-May-17
1368,Sunil Narine,4,21,0,0,13,0,MI,M. Chinnaswamy Stadium,19-May-17
1369,Praveen Kumar,4,22,2,0,13,12,SRH,Green Park,13-May-17
1370,Mitchell Johnson,4,28,2,0,13,12,KKR,M. Chinnaswamy Stadium,19-May-17
1371,Varun Aaron,4,28,0,0,13,0,RCB,M. Chinnaswamy Stadium,05-May-17
1372,Tymal Mills,4,31,2,0,13,12,KKR,Eden Gardens,23-Apr-17
1373,Ankit Rajpoot,4,37,3,0,13,8,MI,Wankhede Stadium,09-Apr-17
1374,Andrew Tye,4,12,3,0,12,8,RCB,M. Chinnaswamy Stadium,27-Apr-17
1375,Shahbaz Nadeem,4,13,1,0,12,24,RCB,M. Chinnaswamy Stadium,08-Apr-17
1376,Ben Stokes,3,10,0,0,12,0,PBKS,Maharashtra Cricket Association's International Stadium,14-May-17
1377,Rashid Khan,4,16,1,0,12,24,PBKS,IS Bindra Stadium,28-Apr-17
1378,Ankit Soni,4,16,0,0,12,0,RPS,Maharashtra Cricket Association's International Stadium,01-May-17
