,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
1446,Sandeep Sharma,4,22,3,15,5.5,8,RCB,M. Chinnaswamy Stadium,05-May-17
1447,Nathan Coulter-Nile,4,22,3,12,5.5,8,DC,Arun Jaitley Stadium,17-Apr-17
1448,Harbhajan Singh,4,22,3,15,5.5,8,DC,Arun Jaitley Stadium,06-May-17
1449,Hardik Pandya,4,22,2,9,5.5,12,KKR,Eden Gardens,13-May-17
1450,Axar Patel,4,22,2,12,5.5,12,DC,IS Bindra Stadium,30-Apr-17
1451,Praveen Kumar,4,22,2,13,5.5,12,SRH,Green Park,13-May-17
1452,Sunil Narine,4,22,1,12,5.5,24,MI,Wankhede Stadium,09-Apr-17
1453,Yuzvendra Chahal,4,22,1,5,5.5,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1454,Rashid Khan,4,22,1,11,5.5,24,MI,Rajiv Gandhi Intl. Cricket Stadium,08-May-17
1455,Suresh Raina,2,11,1,4,5.5,12,KKR,Eden Gardens,21-Apr-17
1456,Harbhajan Singh,4,22,1,9,5.5,24,GL,Wankhede Stadium,16-Apr-17
1457,Rashid Khan,2,11,0,5,5.5,0,KKR,M. Chinnaswamy Stadium,17-May-17
1458,Krunal Pandya,4,22,0,9,5.5,0,RPS,Wankhede Stadium,16-May-17
1459,Mohammad Nabi,3,17,0,8,5.66,0,GL,Green Park,13-May-17
1460,Adam Zampa,3.5,22,2,8,5.73,11.5,PBKS,Maharashtra Cricket Association's International Stadium,14-May-17
1461,Chris Morris,4,23,3,8,5.75,8,PBKS,Arun Jaitley Stadium,15-Apr-17
1462,Harbhajan Singh,4,23,2,14,5.75,12,SRH,Wankhede Stadium,12-Apr-17
1463,Pat Cummins,4,23,2,9,5.75,12,PBKS,Arun Jaitley Stadium,15-Apr-17
1464,Harbhajan Singh,4,23,1,11,5.75,24,GL,Saurashtra Cricket Association Stadium,29-Apr-17
1465,Avesh Khan,4,23,1,11,5.75,24,DC,Arun Jaitley Stadium,14-May-17
1466,Kuldeep Yadav,4,23,1,12,5.75,24,SRH,Eden Gardens,15-Apr-17
1467,Amit Mishra,4,23,1,9,5.75,24,SRH,Arun Jaitley Stadium,02-May-17
1468,Shahbaz Nadeem,4,23,1,10,5.75,24,RPS,Maharashtra Cricket Association's International Stadium,11-Apr-17
1469,Umesh Yadav,4,23,1,10,5.75,24,RPS,Eden Gardens,03-May-17
1470,Harbhajan Singh,4,23,0,8,5.75,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,08-May-17
1471,Ishant Sharma,4,23,0,9,5.75,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-17
1472,Harbhajan Singh,4,23,0,11,5.75,0,RCB,M. Chinnaswamy Stadium,14-Apr-17
1473,Mitchell Johnson,4,23,0,14,5.75,0,DC,Wankhede Stadium,22-Apr-17
1474,Mitchell McClenaghan,4,24,3,11,6,8,DC,Wankhede Stadium,22-Apr-17
1475,Jasprit Bumrah,4,24,3,9,6,8,SRH,Wankhede Stadium,12-Apr-17
1476,Krunal Pandya,4,24,3,8,6,8,KKR,Wankhede Stadium,09-Apr-17
1477,Siddarth Kaul,4,24,3,8,6,8,MI,Rajiv Gandhi Intl. Cricket Stadium,08-May-17
1478,Kagiso Rabada,3.2,20,2,8,6,10,KKR,Eden Gardens,28-Apr-17
1479,Mitchell McClenaghan,4,24,2,12,6,12,GL,Wankhede Stadium,16-Apr-17
1480,KC Cariappa,4,24,2,8,6,12,GL,Saurashtra Cricket Association Stadium,23-Apr-17
1481,Mohit Sharma,4,24,2,8,6,12,RCB,M. Chinnaswamy Stadium,05-May-17
1482,Jaydev Unadkat,4,24,1,10,6,24,MI,Wankhede Stadium,16-May-17
1483,Dhawal Kulkarni,4,24,1,9,6,24,PBKS,IS Bindra Stadium,07-May-17
1484,Jasprit Bumrah,4,24,1,9,6,24,PBKS,Wankhede Stadium,11-May-17
1485,Shahbaz Nadeem,2,12,1,4,6,12,RCB,Arun Jaitley Stadium,14-May-17
1486,Ben Stokes,4,24,1,9,6,24,KKR,Eden Gardens,03-May-17
1487,Imran Tahir,4,24,1,11,6,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,06-May-17
1488,Imran Tahir,4,24,1,7,6,24,DC,Maharashtra Cricket Association's International Stadium,11-Apr-17
1489,Krunal Pandya,3,18,0,4,6,0,GL,Wankhede Stadium,16-Apr-17
1490,Sandeep Sharma,2,12,0,5,6,0,RPS,Maharashtra Cricket Association's International Stadium,14-May-17
1491,Harbhajan Singh,2,12,0,4,6,0,PBKS,Holkar Cricket Stadium,20-Apr-17
1492,Rashid Khan,4,24,0,7,6,0,DC,Arun Jaitley Stadium,02-May-17
1493,Washington Sundar,2,12,0,8,6,0,GL,Maharashtra Cricket Association's International Stadium,01-May-17
1494,Shardul Thakur,2,12,0,6,6,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06-May-17
1495,Bipul Sharma,4,24,0,7,6,0,GL,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-17
1496,Ben Stokes,3,18,0,8,6,0,GL,Saurashtra Cricket Association Stadium,14-Apr-17
1497,Zaheer Khan,4,25,2,7,6.25,12,RPS,Arun Jaitley Stadium,12-May-17
1498,Mohit Sharma,4,25,2,10,6.25,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-17
1499,Jaydev Unadkat,4,25,2,12,6.25,12,RCB,M. Chinnaswamy Stadium,16-Apr-17
1500,Lungi Ngidi,4,10,4,16,2.5,6,PBKS,Maharashtra Cricket Association's International Stadium,20-May-18
1501,Rashid Khan,4,11,2,14,2.75,12,CSK,Wankhede Stadium,22-May-18
1502,Rashid Khan,4,11,2,16,2.75,12,MI,Wankhede Stadium,24-Apr-18
1503,Yuzvendra Chahal,2,6,1,6,3,12,PBKS,Holkar Cricket Stadium,14-May-18
1504,Sandeep Sharma,3,9,1,14,3,18,MI,Wankhede Stadium,24-Apr-18
1505,Krishnappa Gowtham,2,6,1,6,3,12,RCB,Sawai Mansingh Stadium,19-May-18
1506,Ravindra Jadeja,4,13,1,14,3.25,24,SRH,Wankhede Stadium,22-May-18
1507,Rashid Khan,4,13,1,18,3.25,24,MI,Rajiv Gandhi Intl. Cricket Stadium,12-Apr-18
1508,Ankit Rajpoot,4,14,5,17,3.5,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-18
1509,Ish Sodhi,4,14,1,12,3.5,24,PBKS,Sawai Mansingh Stadium,08-May-18
1510,Ben Stokes,4,15,3,14,3.75,8,KKR,Eden Gardens,15-May-18
1511,Deepak Chahar,4,15,3,17,3.75,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1512,Jasprit Bumrah,4,15,3,11,3.75,8,PBKS,Wankhede Stadium,16-May-18
1513,Sandeep Sharma,4,15,1,14,3.75,24,RR,Sawai Mansingh Stadium,29-Apr-18
1514,Ish Sodhi,4,15,0,11,3.75,0,KKR,Eden Gardens,23-May-18
1515,Krunal Pandya,3.1,12,2,12,3.78,9.5,KKR,Eden Gardens,09-May-18
1516,Shreyas Gopal,4,16,4,10,4,6,RCB,Sawai Mansingh Stadium,19-May-18
1517,Andrew Tye,4,16,4,15,4,6,MI,Wankhede Stadium,16-May-18
1518,Krishnappa Gowtham,3,12,2,10,4,9,PBKS,Sawai Mansingh Stadium,08-May-18
1519,Jofra Archer,4,16,2,14,4,12,MI,Wankhede Stadium,13-May-18
1520,Colin de Grandhomme,2,8,1,6,4,12,PBKS,Holkar Cricket Stadium,14-May-18
1521,Colin de Grandhomme,4,16,1,11,4,24,CSK,Maharashtra Cricket Association's International Stadium,05-May-18
1522,Deepak Chahar,4,16,1,14,4,24,SRH,Maharashtra Cricket Association's International Stadium,13-May-18
1523,Liam Plunkett,4,17,3,12,4.25,8,PBKS,Arun Jaitley Stadium,23-Apr-18
1524,Sunil Narine,4,17,2,11,4.25,12,SRH,Eden Gardens,14-Apr-18
1525,Sandeep Sharma,4,17,2,13,4.25,12,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-18
1526,Siddarth Kaul,4,17,2,11,4.25,12,RR,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-18
1527,Mujeeb Ur Rahman,4,17,1,11,4.25,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-18
1528,Sunil Narine,4,17,1,9,4.25,24,CSK,Chidambaram,10-Apr-18
1529,Bhuvneshwar Kumar,4,17,0,16,4.25,0,CSK,Wankhede Stadium,27-May-18
1530,Andre Russell,3,13,2,8,4.33,9,RR,Eden Gardens,15-May-18
1531,Shane Watson,3,13,1,9,4.33,18,RR,Maharashtra Cricket Association's International Stadium,20-Apr-18
1532,Bhuvneshwar Kumar,3.1,14,1,12,4.42,19,CSK,Wankhede Stadium,22-May-18
1533,Ravindra Jadeja,4,18,3,8,4.5,8,RCB,Maharashtra Cricket Association's International Stadium,05-May-18
1534,Krishnappa Gowtham,4,18,2,10,4.5,12,SRH,Sawai Mansingh Stadium,29-Apr-18
1535,Kuldeep Yadav,4,18,1,13,4.5,24,RR,Eden Gardens,23-May-18
1536,Piyush Chawla,4,18,1,10,4.5,24,RR,Sawai Mansingh Stadium,18-Apr-18
1537,D'Arcy Short,2,9,0,7,4.5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-18
1538,Lungi Ngidi,3,14,2,10,4.66,9,DC,Arun Jaitley Stadium,18-May-18
1539,Deepak Chahar,3,14,1,12,4.66,18,MI,Wankhede Stadium,07-Apr-18
1540,Rashid Khan,4,19,3,12,4.75,8,KKR,Eden Gardens,25-May-18
1541,Rashid Khan,4,19,3,11,4.75,8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-18
1542,Amit Mishra,4,19,3,13,4.75,8,MI,Arun Jaitley Stadium,20-May-18
1543,Hardik Pandya,4,19,2,13,4.75,12,KKR,Wankhede Stadium,06-May-18
1544,Amit Mishra,4,19,2,9,4.75,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-May-18
1545,Ankit Rajpoot,4,19,2,18,4.75,12,CSK,Maharashtra Cricket Association's International Stadium,20-May-18
1546,Ravindra Jadeja,4,19,1,10,4.75,24,DC,Arun Jaitley Stadium,18-May-18
1547,Jasprit Bumrah,4,19,1,11,4.75,24,PBKS,Holkar Cricket Stadium,04-May-18
1548,Ravichandran Ashwin,4,19,0,8,4.75,0,DC,Arun Jaitley Stadium,23-Apr-18
1549,Mustafizur Rahman,3.4,18,1,12,4.9,22,SRH,Wankhede Stadium,24-Apr-18
1550,Kuldeep Yadav,4,20,4,8,5,6,RR,Eden Gardens,15-May-18
1551,Shreyas Gopal,4,20,3,12,5,8,CSK,Maharashtra Cricket Association's International Stadium,20-Apr-18
1552,Umesh Yadav,3,15,2,13,5,9,CSK,Maharashtra Cricket Association's International Stadium,05-May-18
1553,Krishnappa Gowtham,3,15,2,10,5,9,KKR,Eden Gardens,23-May-18
1554,Mayank Markande,3,15,2,10,5,9,SRH,Wankhede Stadium,24-Apr-18
1555,Trent Boult,4,20,2,12,5,12,CSK,Arun Jaitley Stadium,18-May-18
1556,Sunil Narine,4,20,2,10,5,12,CSK,Eden Gardens,03-May-18
1557,Amit Mishra,4,20,2,12,5,12,CSK,Arun Jaitley Stadium,18-May-18
1558,Sandeep Sharma,4,20,1,10,5,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,07-May-18
1559,Kuldeep Yadav,4,20,1,11,5,24,RCB,M. Chinnaswamy Stadium,29-Apr-18
1560,Lungi Ngidi,4,20,1,10,5,24,SRH,Wankhede Stadium,22-May-18
1561,Piyush Chawla,4,20,1,10,5,24,SRH,Eden Gardens,14-Apr-18
1562,Andre Russell,2,10,0,2,5,0,RCB,Eden Gardens,08-Apr-18
1563,Krunal Pandya,2,10,0,3,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-Apr-18
1564,Harbhajan Singh,3.5,20,1,7,5.21,23,MI,Maharashtra Cricket Association's International Stadium,28-Apr-18
1565,Billy Stanlake,4,21,2,15,5.25,12,KKR,Eden Gardens,14-Apr-18
1566,Shakib Al Hasan,4,21,2,11,5.25,12,KKR,Eden Gardens,14-Apr-18
1567,Mujeeb Ur Rahman,4,21,2,8,5.25,12,RR,Sawai Mansingh Stadium,08-May-18
1568,Sandeep Lamichhane,4,21,1,10,5.25,24,CSK,Arun Jaitley Stadium,18-May-18
1569,Ish Sodhi,4,21,1,11,5.25,24,KKR,Eden Gardens,15-May-18
1570,Axar Patel,4,21,1,7,5.25,24,RR,Holkar Cricket Stadium,06-May-18
1571,Hardik Pandya,3,16,2,11,5.33,9,KKR,Eden Gardens,09-May-18
1572,Shakib Al Hasan,3,16,1,8,5.33,18,MI,Wankhede Stadium,24-Apr-18
1573,Shakib Al Hasan,3,16,1,6,5.33,18,KKR,Eden Gardens,25-May-18
1574,Jofra Archer,4,22,3,13,5.5,8,MI,Sawai Mansingh Stadium,22-Apr-18
1575,Harbhajan Singh,4,22,2,11,5.5,12,RCB,Maharashtra Cricket Association's International Stadium,05-May-18
1576,Shreyas Gopal,4,22,2,11,5.5,12,RCB,M. Chinnaswamy Stadium,15-Apr-18
1577,Washington Sundar,4,22,2,8,5.5,12,PBKS,M. Chinnaswamy Stadium,13-Apr-18
1578,Yuzvendra Chahal,4,22,2,12,5.5,12,RR,M. Chinnaswamy Stadium,15-Apr-18
1579,Nitish Rana,2,11,2,4,5.5,6,RR,Sawai Mansingh Stadium,18-Apr-18
1580,Shardul Thakur,4,22,1,14,5.5,24,RR,Sawai Mansingh Stadium,11-May-18
1581,Krunal Pandya,2,11,1,5,5.5,12,DC,Arun Jaitley Stadium,20-May-18
1582,Harbhajan Singh,2,11,1,5,5.5,12,KKR,Chidambaram,10-Apr-18
1583,Jasprit Bumrah,4,22,1,9,5.5,24,RCB,M. Chinnaswamy Stadium,01-May-18
1584,Barinder Sran,4,22,0,11,5.5,0,SRH,IS Bindra Stadium,19-Apr-18
1585,Mohammed Siraj,3,17,1,10,5.66,18,PBKS,Holkar Cricket Stadium,14-May-18
1586,Murugan Ashwin,3,17,1,12,5.66,18,CSK,Maharashtra Cricket Association's International Stadium,05-May-18
1587,Jasprit Bumrah,3,17,1,10,5.66,18,KKR,Eden Gardens,09-May-18
1588,Dan Christian,3,17,1,8,5.66,18,PBKS,Arun Jaitley Stadium,23-Apr-18
1589,Mayank Markande,4,23,4,11,5.75,6,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-Apr-18
1590,Umesh Yadav,4,23,3,13,5.75,8,PBKS,M. Chinnaswamy Stadium,13-Apr-18
1591,Mayank Markande,4,23,3,11,5.75,8,CSK,Wankhede Stadium,07-Apr-18
1592,Umesh Yadav,4,23,3,15,5.75,8,PBKS,Holkar Cricket Stadium,14-May-18
1593,Siddarth Kaul,4,23,3,13,5.75,8,MI,Wankhede Stadium,24-Apr-18
1594,Shakib Al Hasan,4,23,2,9,5.75,12,RR,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-18
1595,Ankit Rajpoot,4,23,2,15,5.75,12,DC,Arun Jaitley Stadium,23-Apr-18
1596,Krishnappa Gowtham,4,23,2,12,5.75,12,KKR,Sawai Mansingh Stadium,18-Apr-18
1597,Amit Mishra,4,23,2,10,5.75,12,KKR,Arun Jaitley Stadium,27-Apr-18
1598,Andrew Tye,4,23,2,10,5.75,12,SRH,IS Bindra Stadium,19-Apr-18
1599,Rashid Khan,4,23,2,9,5.75,12,DC,Rajiv Gandhi Intl. Cricket Stadium,05-May-18
1600,Siddarth Kaul,4,23,2,8,5.75,12,RR,Sawai Mansingh Stadium,29-Apr-18
1601,Kuldeep Yadav,4,23,1,8,5.75,24,SRH,Eden Gardens,14-Apr-18
1602,Kuldeep Yadav,4,23,1,9,5.75,24,RR,Sawai Mansingh Stadium,18-Apr-18
1603,Ravichandran Ashwin,4,23,1,4,5.75,24,DC,IS Bindra Stadium,08-Apr-18
1604,Rashid Khan,4,23,1,11,5.75,24,RR,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-18
1605,Umesh Yadav,4,23,1,12,5.75,24,CSK,M. Chinnaswamy Stadium,25-Apr-18
1606,Harshal Patel,4,23,1,10,5.75,24,CSK,Arun Jaitley Stadium,18-May-18
1607,Sunil Narine,4,23,1,10,5.75,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-May-18
1608,Yuzvendra Chahal,4,23,0,14,5.75,0,MI,M. Chinnaswamy Stadium,01-May-18
1609,Ravichandran Ashwin,4,23,0,7,5.75,0,MI,Holkar Cricket Stadium,04-May-18
1610,Sunil Narine,3,18,3,6,6,6,DC,Eden Gardens,16-Apr-18
1611,Mustafizur Rahman,4,24,3,10,6,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-Apr-18
1612,Rahul Tewatia,3,18,3,10,6,6,KKR,Eden Gardens,16-Apr-18
1613,Hardik Pandya,4,24,3,12,6,8,CSK,Wankhede Stadium,07-Apr-18
1614,Shakib Al Hasan,3,18,2,7,6,9,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-18
1615,Ravichandran Ashwin,3,18,2,5,6,9,MI,Wankhede Stadium,16-May-18
1616,Piyush Chawla,4,24,2,7,6,12,RR,Eden Gardens,23-May-18
1617,Andrew Tye,4,24,2,7,6,12,RR,Holkar Cricket Stadium,06-May-18
1618,Shardul Thakur,3,18,2,9,6,9,RR,Maharashtra Cricket Association's International Stadium,20-Apr-18
1619,Basil Thampi,2.2,14,2,6,6,7,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-18
1620,Andre Russell,2,12,2,5,6,6,MI,Wankhede Stadium,06-May-18
1621,Amit Mishra,2,12,1,5,6,12,RR,Arun Jaitley Stadium,02-May-18
1622,Sunil Narine,4,24,1,7,6,24,SRH,Eden Gardens,25-May-18
1623,Dan Christian,2,12,1,6,6,12,PBKS,IS Bindra Stadium,08-Apr-18
1624,Lungi Ngidi,4,24,1,15,6,24,RCB,Maharashtra Cricket Association's International Stadium,05-May-18
1625,Krishnappa Gowtham,3,18,1,11,6,18,PBKS,Holkar Cricket Stadium,06-May-18
1626,Rahul Tewatia,4,24,1,9,6,24,PBKS,IS Bindra Stadium,08-Apr-18
1627,David Willey,4,24,1,12,6,24,RCB,Maharashtra Cricket Association's International Stadium,05-May-18
1628,Ben Cutting,2,12,1,6,6,12,KKR,Eden Gardens,09-May-18
1629,Moeen Ali,2.1,13,1,5,6,13,PBKS,Holkar Cricket Stadium,14-May-18
1630,Krunal Pandya,4,24,0,11,6,0,RCB,M. Chinnaswamy Stadium,01-May-18
1631,Rashid Khan,4,24,0,9,6,0,CSK,Wankhede Stadium,27-May-18
1632,Liam Plunkett,4,24,0,9,6,0,KKR,Arun Jaitley Stadium,27-Apr-18
1633,Krunal Pandya,4,24,0,8,6,0,RR,Wankhede Stadium,13-May-18
1634,Mujeeb Ur Rahman,3,18,0,5,6,0,CSK,IS Bindra Stadium,15-Apr-18
1635,Sandeep Sharma,4,24,0,11,6,0,DC,Arun Jaitley Stadium,10-May-18
1636,Shreyas Gopal,3,18,0,6,6,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-18
1637,Mohammed Siraj,4,25,3,12,6.25,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,07-May-18
1638,Umesh Yadav,4,25,3,12,6.25,8,RR,Sawai Mansingh Stadium,19-May-18
1639,Sandeep Sharma,4,25,2,13,6.25,12,MI,Rajiv Gandhi Intl. Cricket Stadium,12-Apr-18
1640,Dwayne Bravo,4,25,2,9,6.25,12,SRH,Wankhede Stadium,22-May-18
1641,Mujeeb Ur Rahman,4,25,2,12,6.25,12,DC,Arun Jaitley Stadium,23-Apr-18
1642,Andrew Tye,4,25,2,11,6.25,12,DC,Arun Jaitley Stadium,23-Apr-18
1643,Tim Southee,4,25,2,14,6.25,12,MI,M. Chinnaswamy Stadium,01-May-18
1644,Mustafizur Rahman,4,25,1,11,6.25,24,DC,Wankhede Stadium,14-Apr-18
1645,Sandeep Lamichhane,4,25,1,10,6.25,24,RCB,Arun Jaitley Stadium,12-May-18
1646,Mayank Markande,4,25,1,9,6.25,24,RCB,Wankhede Stadium,17-Apr-18
1647,Axar Patel,4,25,1,10,6.25,24,RCB,M. Chinnaswamy Stadium,13-Apr-18
1648,Siddarth Kaul,4,25,1,6,6.25,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,07-May-18
1649,Bhuvneshwar Kumar,4,25,1,10,6.25,24,PBKS,IS Bindra Stadium,19-Apr-18
1650,Yuzvendra Chahal,4,6,1,18,1.5,24,CSK,Chidambaram,23-Mar-19
1651,Imran Tahir,4,9,3,18,2.25,8,RCB,Chidambaram,23-Mar-19
1652,Krunal Pandya,3,7,2,12,2.33,9,CSK,Chidambaram,26-Apr-19
1653,Mohammed Siraj,2,5,1,8,2.5,12,CSK,Chidambaram,23-Mar-19
1654,Mohammad Nabi,4,11,4,16,2.75,6,RCB,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1655,Ravindra Jadeja,3,9,3,9,3,6,DC,Chidambaram,01-May-19
1656,Shreyas Gopal,4,12,3,16,3,8,RCB,Sawai Mansingh Stadium,02-Apr-19
1657,Mitchell Santner,4,13,2,15,3.25,12,MI,Chidambaram,26-Apr-19
1658,Mohammad Nabi,4,13,1,12,3.25,24,MI,Rajiv Gandhi Intl. Cricket Stadium,06-Apr-19
1659,Alzarri Joseph,3.4,12,6,16,3.27,3.66,SRH,Rajiv Gandhi Intl. Cricket Stadium,06-Apr-19
1660,Jasprit Bumrah,3,10,2,12,3.33,9,CSK,Chidambaram,26-Apr-19
1661,Rahul Tewatia,3,10,1,12,3.33,18,SRH,Arun Jaitley Stadium,04-Apr-19
1662,Rahul Chahar,4,14,2,13,3.5,12,CSK,Chidambaram,07-May-19
1663,Jasprit Bumrah,4,14,2,13,3.5,12,CSK,Rajiv Gandhi Intl. Cricket Stadium,12-May-19
1664,Krunal Pandya,2,7,1,6,3.5,12,DC,Arun Jaitley Stadium,18-Apr-19
1665,Rahul Chahar,4,14,1,13,3.5,24,CSK,Rajiv Gandhi Intl. Cricket Stadium,12-May-19
1666,Krunal Pandya,4,14,0,11,3.5,0,KKR,Wankhede Stadium,05-May-19
1667,Imran Tahir,3.2,12,4,12,3.6,5,DC,Chidambaram,01-May-19
1668,Jofra Archer,4,15,3,15,3.75,8,PBKS,IS Bindra Stadium,16-Apr-19
1669,Harbhajan Singh,4,15,2,15,3.75,12,KKR,Chidambaram,09-Apr-19
1670,Rashid Khan,4,15,2,16,3.75,12,DC,ACA-VDCA Stadium,08-May-19
1671,Ravindra Jadeja,4,15,2,15,3.75,12,RCB,Chidambaram,23-Mar-19
1672,Ravichandran Ashwin,4,15,1,10,3.75,24,RCB,M. Chinnaswamy Stadium,24-Apr-19
1673,Amit Mishra,4,16,1,10,4,24,SRH,ACA-VDCA Stadium,08-May-19
1674,Axar Patel,4,16,0,12,4,0,RR,Arun Jaitley Stadium,04-May-19
1675,Krishnappa Gowtham,4,16,0,9,4,0,DC,Arun Jaitley Stadium,04-May-19
1676,Kuldeep Yadav,4,16,0,12,4,0,CSK,Chidambaram,09-Apr-19
1677,Axar Patel,4,16,0,15,4,0,CSK,Arun Jaitley Stadium,26-Mar-19
1678,Amit Mishra,4,17,3,11,4.25,8,RR,Arun Jaitley Stadium,04-May-19
1679,Keemo Paul,4,17,3,10,4.25,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,14-Apr-19
1680,Yuzvendra Chahal,4,17,2,11,4.25,12,RR,Sawai Mansingh Stadium,02-Apr-19
1681,Jofra Archer,4,17,2,13,4.25,12,CSK,Chidambaram,31-Mar-19
1682,Harbhajan Singh,4,17,2,10,4.25,12,PBKS,Chidambaram,06-Apr-19
1683,Rashid Khan,4,17,2,13,4.25,12,CSK,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-19
1684,Ravindra Jadeja,4,17,1,15,4.25,24,KKR,Chidambaram,09-Apr-19
1685,Axar Patel,4,17,1,7,4.25,24,MI,Arun Jaitley Stadium,18-Apr-19
1686,Deepak Chahar,4,17,0,12,4.25,0,RCB,Chidambaram,23-Mar-19
1687,Jofra Archer,4,17,0,13,4.25,0,PBKS,Sawai Mansingh Stadium,25-Mar-19
1688,Umesh Yadav,3,13,0,9,4.33,0,CSK,Chidambaram,23-Mar-19
1689,Amit Mishra,3,13,0,8,4.33,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14-Apr-19
1690,Moeen Ali,4,18,2,12,4.5,12,MI,Wankhede Stadium,15-Apr-19
1691,Shardul Thakur,4,18,2,14,4.5,12,KKR,Eden Gardens,14-Apr-19
1692,Jasprit Bumrah,4,18,2,13,4.5,12,DC,Arun Jaitley Stadium,18-Apr-19
1693,Rashid Khan,4,18,1,13,4.5,24,DC,Arun Jaitley Stadium,04-Apr-19
1694,Axar Patel,4,18,1,10,4.5,24,SRH,Arun Jaitley Stadium,04-Apr-19
1695,Bhuvneshwar Kumar,4,18,1,15,4.5,24,CSK,Chidambaram,23-Apr-19
1696,Ravindra Jadeja,4,18,0,14,4.5,0,MI,Chidambaram,07-May-19
